FLIGHT_DATE,FLIGHT_TIME,TIME_OF_DAY,AIRLINE_CD,FLIGHT_NO,DEPARTURE_STATION_CD,ARRIVAL_STATION_CD,ARRIVAL_COUNTRY,ARRIVAL_REGION,HAUL,AIRCRAFT_TYPE,FIRST_CLASS_SEATS,BUSINESS_CLASS_SEATS,ECONOMY_SEATS,TIER1_ELIGIBLE_PAX,TIER2_ELIGIBLE_PAX,TIER3_ELIGIBLE_PAX
10/2/2025,17:20,Afternoon,BA,BA9893,LHR,ORD,USA,North America,LONG,B777,8,49,178,0,4,19
4/3/2025,9:12,Morning,BA,BA7121,LHR,HND,Japan,Asia,LONG,B777,8,49,178,3,7,28
9/21/2025,22:29,Evening,BA,BA8767,LHR,ORD,USA,North America,LONG,B787,0,31,173,0,18,60
9/25/2025,16:06,Afternoon,BA,BA1095,LHR,FRA,Germany,Europe,SHORT,A320,0,16,164,0,7,29
7/23/2025,9:35,Morning,BA,BA2666,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,14,47
8/30/2025,17:10,Afternoon,BA,BA1186,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,0,8,31
8/5/2025,18:58,Evening,BA,BA8102,LHR,CDG,France,Europe,SHORT,A320,0,11,169,0,5,23
9/12/2025,21:59,Evening,BA,BA2262,LHR,DXB,UAE,Middle East,LONG,B777,8,49,178,2,6,26
5/1/2025,11:06,Morning,BA,BA7465,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,4,7,28
4/10/2025,16:12,Afternoon,BA,BA7727,LHR,HND,Japan,Asia,LONG,B787,0,35,179,0,11,40
10/23/2025,12:14,Lunchtime,BA,BA5472,LHR,AMS,Netherlands,Europe,SHORT,A320,0,10,170,1,15,52
10/12/2025,12:19,Lunchtime,BA,BA2754,LHR,FRA,Germany,Europe,SHORT,A320,0,13,167,1,10,36
9/2/2025,15:08,Afternoon,BA,BA4322,LHR,ORD,USA,North America,LONG,B777,0,32,300,1,14,49
6/6/2025,12:18,Lunchtime,BA,BA9735,LHR,CDG,France,Europe,SHORT,A320,0,13,167,0,2,15
10/26/2025,19:19,Evening,BA,BA8272,LHR,IST,Turkey,Europe,SHORT,A320,0,1,179,0,6,24
8/10/2025,9:22,Morning,BA,BA6160,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,4,19
5/8/2025,16:33,Afternoon,BA,BA9121,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,9,35
8/17/2025,22:13,Evening,BA,BA8266,LHR,FRA,Germany,Europe,SHORT,A320,0,7,173,0,6,25
9/12/2025,11:16,Morning,BA,BA1199,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,0,12,42
9/1/2025,12:33,Lunchtime,BA,BA7181,LHR,VIE,Austria,Europe,SHORT,A320,0,6,174,0,3,16
9/4/2025,14:31,Afternoon,BA,BA1690,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,0,8,31
7/8/2025,10:10,Morning,BA,BA1731,LHR,HND,Japan,Asia,LONG,B787,0,35,179,0,12,41
9/7/2025,21:35,Evening,BA,BA7000,LHR,MAD,Spain,Europe,SHORT,A320,0,3,177,0,0,0
6/13/2025,21:52,Evening,BA,BA8384,LHR,IST,Turkey,Europe,SHORT,A320,0,8,172,1,19,63
4/19/2025,19:56,Evening,BA,BA2633,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,10,170,0,6,26
6/1/2025,16:41,Afternoon,BA,BA6159,LHR,BCN,Spain,Europe,SHORT,A320,0,11,169,1,0,0
5/7/2025,14:00,Afternoon,BA,BA9455,LHR,ORD,USA,North America,LONG,A350,0,56,275,3,9,33
9/6/2025,19:43,Evening,BA,BA8445,LHR,ORD,USA,North America,LONG,B787,8,42,166,1,8,31
5/16/2025,16:21,Afternoon,BA,BA9139,LHR,AMS,Netherlands,Europe,SHORT,A320,0,17,163,1,7,29
6/16/2025,7:57,Morning,BA,BA5396,LHR,BCN,Spain,Europe,SHORT,A320,0,14,166,2,13,46
7/18/2025,13:14,Lunchtime,BA,BA4797,LHR,DFW,USA,North America,LONG,B777,0,48,224,0,12,42
4/1/2025,15:06,Afternoon,BA,BA5759,LHR,ORD,USA,North America,LONG,B777,0,32,300,5,9,35
8/13/2025,6:49,Morning,BA,BA9979,LHR,JFK,USA,North America,LONG,B787,0,35,179,1,10,37
9/29/2025,12:58,Lunchtime,BA,BA4449,LHR,MAD,Spain,Europe,SHORT,A320,0,20,160,1,7,29
10/20/2025,16:01,Afternoon,BA,BA7345,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,0,17,58
9/16/2025,10:10,Morning,BA,BA4939,LHR,MUC,Germany,Europe,SHORT,A320,0,18,162,0,0,7
9/2/2025,22:45,Evening,BA,BA5424,LHR,ORD,USA,North America,LONG,B787,8,48,200,1,9,32
10/4/2025,15:18,Afternoon,BA,BA3514,LHR,LAX,USA,North America,LONG,B787,8,42,166,0,8,31
6/2/2025,22:21,Evening,BA,BA1900,LHR,BCN,Spain,Europe,SHORT,A320,0,6,174,1,12,43
10/28/2025,7:35,Morning,BA,BA3226,LHR,DFW,USA,North America,LONG,B787,0,31,173,0,3,17
6/12/2025,15:13,Afternoon,BA,BA8817,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,0,3
10/24/2025,9:53,Morning,BA,BA9056,LHR,MAD,Spain,Europe,SHORT,A320,0,8,172,0,9,33
8/17/2025,18:04,Evening,BA,BA4899,LHR,VIE,Austria,Europe,SHORT,A320,0,12,168,0,9,35
4/23/2025,13:33,Lunchtime,BA,BA2792,LHR,CDG,France,Europe,SHORT,A320,0,11,169,0,16,54
7/20/2025,21:27,Evening,BA,BA7171,LHR,VIE,Austria,Europe,SHORT,A320,0,6,174,0,1,10
6/10/2025,18:35,Evening,BA,BA7847,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,14,48
6/2/2025,6:05,Morning,BA,BA8461,LHR,LAX,USA,North America,LONG,A380,14,97,358,0,21,67
9/25/2025,17:45,Afternoon,BA,BA6607,LHR,LAX,USA,North America,LONG,B777,0,48,224,0,6,24
9/28/2025,9:06,Morning,BA,BA3731,LHR,BCN,Spain,Europe,SHORT,A320,0,16,164,2,1,10
10/4/2025,20:54,Evening,BA,BA1155,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,1,6,24
4/27/2025,22:07,Evening,BA,BA6188,LHR,ORD,USA,North America,LONG,A380,14,97,358,1,8,31
9/9/2025,18:13,Evening,BA,BA9277,LHR,BCN,Spain,Europe,SHORT,A320,0,20,160,0,11,39
8/16/2025,16:33,Afternoon,BA,BA8608,LHR,VIE,Austria,Europe,SHORT,A320,0,14,166,0,5,21
4/26/2025,22:58,Evening,BA,BA4032,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,16,55
7/4/2025,15:41,Afternoon,BA,BA3156,LHR,ORD,USA,North America,LONG,B787,0,31,173,4,2,13
4/6/2025,14:11,Afternoon,BA,BA3395,LHR,CDG,France,Europe,SHORT,A320,0,14,166,1,0,3
4/14/2025,8:38,Morning,BA,BA9170,LHR,MUC,Germany,Europe,SHORT,A320,0,9,171,0,14,48
9/30/2025,17:24,Afternoon,BA,BA7052,LHR,AMS,Netherlands,Europe,SHORT,A320,0,15,165,1,0,0
8/23/2025,13:37,Lunchtime,BA,BA4605,LHR,MUC,Germany,Europe,SHORT,A320,0,13,167,0,7,27
9/2/2025,14:40,Afternoon,BA,BA1542,LHR,MAD,Spain,Europe,SHORT,A320,0,16,164,0,25,79
6/1/2025,21:01,Evening,BA,BA6048,LHR,FRA,Germany,Europe,SHORT,A320,0,5,175,1,8,30
4/6/2025,22:09,Evening,BA,BA4023,LHR,CDG,France,Europe,SHORT,A320,0,4,176,0,2,13
5/4/2025,9:12,Morning,BA,BA7596,LHR,IST,Turkey,Europe,SHORT,A320,0,0,180,0,7,29
7/21/2025,22:29,Evening,BA,BA7361,LHR,LAX,USA,North America,LONG,A350,0,56,275,1,7,30
7/27/2025,20:30,Evening,BA,BA7379,LHR,MUC,Germany,Europe,SHORT,A320,0,5,175,0,9,33
4/25/2025,17:00,Afternoon,BA,BA9588,LHR,IST,Turkey,Europe,SHORT,A320,0,4,176,0,11,41
6/11/2025,22:10,Evening,BA,BA5551,LHR,LAX,USA,North America,LONG,B777,0,32,300,2,2,14
9/8/2025,22:22,Evening,BA,BA3558,LHR,HND,Japan,Asia,LONG,B787,8,42,166,0,17,57
4/13/2025,17:48,Afternoon,BA,BA2613,LHR,LAX,USA,North America,LONG,B787,0,31,173,0,9,34
5/23/2025,13:52,Lunchtime,BA,BA6390,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,12,42
5/19/2025,8:01,Morning,BA,BA1648,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,0,4,21
9/24/2025,9:27,Morning,BA,BA3236,LHR,FRA,Germany,Europe,SHORT,A320,0,1,179,0,15,50
6/5/2025,9:26,Morning,BA,BA9879,LHR,CDG,France,Europe,SHORT,A320,0,16,164,0,6,26
8/7/2025,19:08,Evening,BA,BA9991,LHR,LAX,USA,North America,LONG,B787,8,48,200,0,9,35
10/14/2025,9:48,Morning,BA,BA4668,LHR,FRA,Germany,Europe,SHORT,A320,0,2,178,0,3,16
4/15/2025,15:55,Afternoon,BA,BA6052,LHR,MAD,Spain,Europe,SHORT,A320,0,1,179,1,2,15
4/7/2025,6:19,Morning,BA,BA5467,LHR,MAD,Spain,Europe,SHORT,A320,0,12,168,2,12,41
7/7/2025,8:45,Morning,BA,BA9423,LHR,FRA,Germany,Europe,SHORT,A320,0,20,160,1,5,23
8/24/2025,8:42,Morning,BA,BA1186,LHR,ORD,USA,North America,LONG,B787,0,35,179,0,3,17
9/29/2025,9:31,Morning,BA,BA5046,LHR,AMS,Netherlands,Europe,SHORT,A320,0,8,172,0,4,20
9/4/2025,7:50,Morning,BA,BA8370,LHR,ORD,USA,North America,LONG,A350,0,56,275,1,12,41
8/18/2025,22:58,Evening,BA,BA4895,LHR,JFK,USA,North America,LONG,B787,8,48,200,0,4,20
4/25/2025,9:45,Morning,BA,BA6915,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,0,7,28
7/19/2025,15:00,Afternoon,BA,BA9583,LHR,BCN,Spain,Europe,SHORT,A320,0,3,177,1,8,31
8/28/2025,11:04,Morning,BA,BA1497,LHR,HND,Japan,Asia,LONG,B777,0,32,304,0,0,0
7/17/2025,17:20,Afternoon,BA,BA5783,LHR,LAX,USA,North America,LONG,A380,14,97,358,0,0,7
5/20/2025,11:44,Morning,BA,BA6747,LHR,IST,Turkey,Europe,SHORT,A320,0,3,177,2,10,36
7/18/2025,16:05,Afternoon,BA,BA7553,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,2,4,19
5/21/2025,7:44,Morning,BA,BA2832,LHR,MAD,Spain,Europe,SHORT,A320,0,18,162,0,14,47
10/25/2025,12:26,Lunchtime,BA,BA2888,LHR,BCN,Spain,Europe,SHORT,A320,0,18,162,0,13,45
4/20/2025,7:27,Morning,BA,BA2483,LHR,MUC,Germany,Europe,SHORT,A320,0,3,177,0,12,42
5/28/2025,22:22,Evening,BA,BA2594,LHR,DFW,USA,North America,LONG,B787,0,31,173,1,18,59
9/16/2025,14:45,Afternoon,BA,BA5841,LHR,MUC,Germany,Europe,SHORT,A320,0,12,168,0,7,29
10/1/2025,6:03,Morning,BA,BA1299,LHR,IST,Turkey,Europe,SHORT,A320,0,3,177,0,11,40
4/27/2025,8:08,Morning,BA,BA4213,LHR,IST,Turkey,Europe,SHORT,A320,0,18,162,3,5,21
8/13/2025,8:13,Morning,BA,BA9585,LHR,HND,Japan,Asia,LONG,A350,0,56,275,0,21,69
8/27/2025,12:01,Lunchtime,BA,BA5763,LHR,BCN,Spain,Europe,SHORT,A320,0,8,172,2,19,61
10/27/2025,21:43,Evening,BA,BA6979,LHR,FRA,Germany,Europe,SHORT,A320,0,6,174,2,8,30
6/26/2025,21:28,Evening,BA,BA9299,LHR,BCN,Spain,Europe,SHORT,A320,0,3,177,0,10,36
9/22/2025,22:13,Evening,BA,BA4992,LHR,VIE,Austria,Europe,SHORT,A320,0,11,169,1,15,52
7/28/2025,19:39,Evening,BA,BA4583,LHR,ORD,USA,North America,LONG,B787,0,35,179,0,7,28
5/4/2025,20:11,Evening,BA,BA3952,LHR,AMS,Netherlands,Europe,SHORT,A320,0,10,170,1,4,20
7/10/2025,13:53,Lunchtime,BA,BA1963,LHR,MAD,Spain,Europe,SHORT,A320,0,15,165,1,13,44
9/29/2025,6:31,Morning,BA,BA7407,LHR,FRA,Germany,Europe,SHORT,A320,0,19,161,0,8,32
9/15/2025,12:24,Lunchtime,BA,BA8353,LHR,FRA,Germany,Europe,SHORT,A320,0,15,165,1,9,33
7/1/2025,7:24,Morning,BA,BA3685,LHR,ORD,USA,North America,LONG,B777,0,32,300,1,3,17
4/29/2025,21:13,Evening,BA,BA6551,LHR,CDG,France,Europe,SHORT,A320,0,15,165,0,0,4
9/6/2025,15:03,Afternoon,BA,BA8341,LHR,HND,Japan,Asia,LONG,B777,0,48,224,0,9,34
6/15/2025,10:25,Morning,BA,BA4911,LHR,LAX,USA,North America,LONG,B787,0,31,173,0,13,44
7/10/2025,20:21,Evening,BA,BA3878,LHR,JFK,USA,North America,LONG,B787,8,42,166,0,7,27
7/20/2025,19:01,Evening,BA,BA3308,LHR,MAD,Spain,Europe,SHORT,A320,0,17,163,3,16,53
6/26/2025,6:43,Morning,BA,BA6992,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,12,168,1,4,19
5/27/2025,6:32,Morning,BA,BA9931,LHR,BCN,Spain,Europe,SHORT,A320,0,19,161,0,2,14
5/9/2025,8:06,Morning,BA,BA6619,LHR,BCN,Spain,Europe,SHORT,A320,0,9,171,0,7,29
5/2/2025,11:54,Morning,BA,BA7149,LHR,VIE,Austria,Europe,SHORT,A320,0,19,161,0,7,29
8/16/2025,6:44,Morning,BA,BA6188,LHR,DFW,USA,North America,LONG,B777,0,32,304,0,12,42
8/1/2025,14:20,Afternoon,BA,BA3415,LHR,ORD,USA,North America,LONG,B787,8,48,200,0,4,18
10/4/2025,20:14,Evening,BA,BA9834,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,15,52
5/17/2025,20:59,Evening,BA,BA9881,LHR,ORD,USA,North America,LONG,B787,0,31,173,0,19,61
10/18/2025,6:40,Morning,BA,BA3568,LHR,VIE,Austria,Europe,SHORT,A320,0,8,172,3,8,30
6/16/2025,11:06,Morning,BA,BA2987,LHR,HND,Japan,Asia,LONG,B777,0,32,300,0,15,50
8/15/2025,16:39,Afternoon,BA,BA4226,LHR,AMS,Netherlands,Europe,SHORT,A320,0,0,180,0,2,14
7/6/2025,16:40,Afternoon,BA,BA2157,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,11,169,0,14,47
5/2/2025,12:09,Lunchtime,BA,BA1878,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,16,164,5,13,47
5/20/2025,9:23,Morning,BA,BA4036,LHR,LAX,USA,North America,LONG,A380,14,97,358,1,12,44
4/9/2025,20:03,Evening,BA,BA4123,LHR,FRA,Germany,Europe,SHORT,A320,0,11,169,2,8,30
4/6/2025,6:35,Morning,BA,BA3432,LHR,CDG,France,Europe,SHORT,A320,0,13,167,0,0,0
8/2/2025,16:39,Afternoon,BA,BA2192,LHR,BCN,Spain,Europe,SHORT,A320,0,7,173,0,4,20
9/30/2025,9:44,Morning,BA,BA8027,LHR,IST,Turkey,Europe,SHORT,A320,0,6,174,0,4,21
10/3/2025,18:05,Evening,BA,BA9871,LHR,ORD,USA,North America,LONG,A350,0,56,275,0,2,15
5/1/2025,12:23,Lunchtime,BA,BA9751,LHR,CDG,France,Europe,SHORT,A320,0,4,176,1,8,32
10/26/2025,16:59,Afternoon,BA,BA6731,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,2,5,24
8/30/2025,8:54,Morning,BA,BA5011,LHR,DXB,UAE,Middle East,LONG,A350,0,56,275,0,3,17
6/28/2025,8:09,Morning,BA,BA9491,LHR,VIE,Austria,Europe,SHORT,A320,0,0,180,0,2,14
5/20/2025,12:26,Lunchtime,BA,BA9825,LHR,MUC,Germany,Europe,SHORT,A320,0,1,179,1,4,19
9/22/2025,8:11,Morning,BA,BA7752,LHR,DXB,UAE,Middle East,LONG,B777,0,32,304,0,14,48
4/5/2025,21:44,Evening,BA,BA7533,LHR,AMS,Netherlands,Europe,SHORT,A320,0,2,178,0,4,20
8/21/2025,17:05,Afternoon,BA,BA1336,LHR,LAX,USA,North America,LONG,B777,0,32,300,1,5,22
6/19/2025,22:29,Evening,BA,BA7046,LHR,HND,Japan,Asia,LONG,B787,0,35,179,0,5,23
6/9/2025,19:42,Evening,BA,BA7804,LHR,VIE,Austria,Europe,SHORT,A320,0,20,160,1,10,36
4/2/2025,15:29,Afternoon,BA,BA7862,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,10,37
6/9/2025,6:12,Morning,BA,BA5659,LHR,DXB,UAE,Middle East,LONG,B787,8,42,166,2,0,0
5/14/2025,11:52,Morning,BA,BA3500,LHR,MAD,Spain,Europe,SHORT,A320,0,11,169,1,13,46
10/7/2025,19:32,Evening,BA,BA7670,LHR,DXB,UAE,Middle East,LONG,B777,0,32,300,2,16,53
6/6/2025,20:52,Evening,BA,BA5528,LHR,CDG,France,Europe,SHORT,A320,0,19,161,0,2,14
9/13/2025,22:05,Evening,BA,BA2882,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,7,173,0,2,15
4/7/2025,21:39,Evening,BA,BA8049,LHR,AMS,Netherlands,Europe,SHORT,A320,0,19,161,0,5,23
4/21/2025,20:42,Evening,BA,BA2976,LHR,BCN,Spain,Europe,SHORT,A320,0,13,167,0,4,19
9/30/2025,9:19,Morning,BA,BA3126,LHR,VIE,Austria,Europe,SHORT,A320,0,15,165,2,9,34
6/18/2025,19:27,Evening,BA,BA5306,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,0,0
6/17/2025,11:11,Morning,BA,BA4789,LHR,VIE,Austria,Europe,SHORT,A320,0,10,170,1,2,13
6/29/2025,15:27,Afternoon,BA,BA2312,LHR,LAX,USA,North America,LONG,B777,8,49,178,0,16,54
8/20/2025,8:45,Morning,BA,BA3313,LHR,CDG,France,Europe,SHORT,A320,0,18,162,0,3,16
8/3/2025,19:10,Evening,BA,BA7188,LHR,MUC,Germany,Europe,SHORT,A320,0,17,163,2,15,50
9/3/2025,22:04,Evening,BA,BA6182,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,10,36
6/28/2025,13:27,Lunchtime,BA,BA1622,LHR,VIE,Austria,Europe,SHORT,A320,0,5,175,1,0,2
6/26/2025,12:42,Lunchtime,BA,BA3278,LHR,DFW,USA,North America,LONG,A350,0,56,275,0,11,40
10/7/2025,12:08,Lunchtime,BA,BA9685,LHR,IST,Turkey,Europe,SHORT,A320,0,14,166,2,7,28
8/1/2025,16:00,Afternoon,BA,BA7919,LHR,LAX,USA,North America,LONG,A350,0,56,275,0,5,23
4/25/2025,12:31,Lunchtime,BA,BA6522,LHR,MAD,Spain,Europe,SHORT,A320,0,15,165,1,9,34
7/18/2025,8:07,Morning,BA,BA6672,LHR,DFW,USA,North America,LONG,B777,0,32,300,0,10,38
5/11/2025,20:00,Evening,BA,BA2079,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,12,41
10/8/2025,13:57,Lunchtime,BA,BA3748,LHR,CDG,France,Europe,SHORT,A320,0,11,169,2,14,49
9/24/2025,7:56,Morning,BA,BA7677,LHR,CDG,France,Europe,SHORT,A320,0,15,165,2,10,37
5/18/2025,20:47,Evening,BA,BA3334,LHR,MAD,Spain,Europe,SHORT,A320,0,19,161,0,0,9
9/27/2025,14:39,Afternoon,BA,BA9034,LHR,MUC,Germany,Europe,SHORT,A320,0,8,172,0,5,23
5/8/2025,12:10,Lunchtime,BA,BA1946,LHR,MAD,Spain,Europe,SHORT,A320,0,10,170,0,24,76
8/16/2025,19:42,Evening,BA,BA8538,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,7,173,0,12,42
8/9/2025,21:56,Evening,BA,BA7366,LHR,IST,Turkey,Europe,SHORT,A320,0,10,170,1,21,67
8/8/2025,9:47,Morning,BA,BA5400,LHR,JFK,USA,North America,LONG,B787,0,35,179,0,15,52
9/6/2025,19:41,Evening,BA,BA3839,LHR,VIE,Austria,Europe,SHORT,A320,0,2,178,0,9,34
8/15/2025,13:11,Lunchtime,BA,BA1434,LHR,FRA,Germany,Europe,SHORT,A320,0,3,177,1,9,35
9/4/2025,14:15,Afternoon,BA,BA2641,LHR,VIE,Austria,Europe,SHORT,A320,0,18,162,0,8,30
10/29/2025,15:47,Afternoon,BA,BA9026,LHR,BCN,Spain,Europe,SHORT,A320,0,4,176,1,0,3
10/26/2025,6:29,Morning,BA,BA2477,LHR,JFK,USA,North America,LONG,B777,0,48,224,3,8,31
4/22/2025,13:16,Lunchtime,BA,BA4538,LHR,JFK,USA,North America,LONG,A380,14,97,358,0,14,49
4/2/2025,7:27,Morning,BA,BA1610,LHR,JFK,USA,North America,LONG,A350,0,56,275,1,4,21
9/11/2025,6:07,Morning,BA,BA8787,LHR,LAX,USA,North America,LONG,B787,8,48,200,0,10,37
4/9/2025,13:41,Lunchtime,BA,BA9934,LHR,IST,Turkey,Europe,SHORT,A320,0,15,165,0,12,44
6/1/2025,20:14,Evening,BA,BA3808,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,10,170,0,3,16
4/30/2025,20:32,Evening,BA,BA7451,LHR,IST,Turkey,Europe,SHORT,A320,0,7,173,0,5,23
10/16/2025,10:07,Morning,BA,BA1984,LHR,AMS,Netherlands,Europe,SHORT,A320,0,3,177,0,2,14
5/6/2025,10:21,Morning,BA,BA1848,LHR,LAX,USA,North America,LONG,B777,0,32,304,0,3,17
6/15/2025,19:08,Evening,BA,BA3338,LHR,LAX,USA,North America,LONG,B787,0,35,179,2,1,10
6/25/2025,11:17,Morning,BA,BA5573,LHR,JFK,USA,North America,LONG,B787,8,48,200,1,3,16
8/17/2025,19:44,Evening,BA,BA3497,LHR,CDG,France,Europe,SHORT,A320,0,13,167,3,16,52
9/10/2025,21:45,Evening,BA,BA9514,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,6,174,0,3,16
8/29/2025,7:14,Morning,BA,BA9681,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,9,171,0,8,32
5/16/2025,19:43,Evening,BA,BA6133,LHR,MAD,Spain,Europe,SHORT,A320,0,20,160,0,5,22
6/7/2025,10:33,Morning,BA,BA4953,LHR,CDG,France,Europe,SHORT,A320,0,17,163,0,14,49
6/5/2025,20:22,Evening,BA,BA1131,LHR,DXB,UAE,Middle East,LONG,B787,8,48,200,0,15,51
9/29/2025,15:48,Afternoon,BA,BA1195,LHR,DFW,USA,North America,LONG,B787,0,35,179,1,12,44
8/28/2025,13:00,Lunchtime,BA,BA5845,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,9,35
4/30/2025,11:21,Morning,BA,BA2504,LHR,AMS,Netherlands,Europe,SHORT,A320,0,1,179,0,7,27
5/10/2025,12:14,Lunchtime,BA,BA7398,LHR,JFK,USA,North America,LONG,A350,0,56,275,0,1,12
8/16/2025,20:28,Evening,BA,BA1933,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,2,178,0,18,61
7/27/2025,21:23,Evening,BA,BA8501,LHR,HND,Japan,Asia,LONG,A380,14,97,358,0,4,18
7/4/2025,19:50,Evening,BA,BA4033,LHR,BCN,Spain,Europe,SHORT,A320,0,10,170,0,11,41
5/12/2025,16:17,Afternoon,BA,BA9431,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,1,14,47
9/15/2025,10:34,Morning,BA,BA4809,LHR,HND,Japan,Asia,LONG,B777,8,49,178,0,5,22
10/5/2025,10:05,Morning,BA,BA5045,LHR,LAX,USA,North America,LONG,B777,8,49,178,1,13,46
6/19/2025,22:29,Evening,BA,BA9493,LHR,CDG,France,Europe,SHORT,A320,0,6,174,0,12,42
8/23/2025,10:28,Morning,BA,BA9066,LHR,ORD,USA,North America,LONG,B777,0,32,300,0,17,57
6/21/2025,16:07,Afternoon,BA,BA1278,LHR,JFK,USA,North America,LONG,A350,0,56,275,1,5,23
10/29/2025,15:50,Afternoon,BA,BA9085,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,1,10
8/16/2025,16:37,Afternoon,BA,BA3935,LHR,JFK,USA,North America,LONG,B777,0,32,300,0,5,22
7/22/2025,9:13,Morning,BA,BA1317,LHR,CDG,France,Europe,SHORT,A320,0,9,171,2,9,34
10/22/2025,17:32,Afternoon,BA,BA8297,LHR,LAX,USA,North America,LONG,A380,14,97,358,0,8,31
6/6/2025,7:06,Morning,BA,BA5044,LHR,MAD,Spain,Europe,SHORT,A320,0,17,163,0,6,24
5/30/2025,13:55,Lunchtime,BA,BA8044,LHR,HND,Japan,Asia,LONG,B777,0,32,304,1,0,1
10/22/2025,18:40,Evening,BA,BA7663,LHR,ORD,USA,North America,LONG,B777,0,48,224,1,10,38
7/1/2025,7:26,Morning,BA,BA2029,LHR,AMS,Netherlands,Europe,SHORT,A320,0,17,163,0,19,61
9/4/2025,6:34,Morning,BA,BA1360,LHR,IST,Turkey,Europe,SHORT,A320,0,13,167,0,10,38
4/1/2025,13:55,Lunchtime,BA,BA7341,LHR,DXB,UAE,Middle East,LONG,B787,8,42,166,1,11,40
8/19/2025,8:27,Morning,BA,BA3089,LHR,FRA,Germany,Europe,SHORT,A320,0,6,174,0,11,39
6/30/2025,18:40,Evening,BA,BA4922,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,0,180,0,10,36
5/3/2025,17:47,Afternoon,BA,BA8888,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,14,166,0,13,45
8/9/2025,20:39,Evening,BA,BA4761,LHR,AMS,Netherlands,Europe,SHORT,A320,0,15,165,2,10,36
10/2/2025,15:38,Afternoon,BA,BA4737,LHR,JFK,USA,North America,LONG,B777,8,49,178,0,6,25
4/16/2025,6:42,Morning,BA,BA6763,LHR,JFK,USA,North America,LONG,B777,0,48,224,1,3,18
7/14/2025,9:40,Morning,BA,BA1856,LHR,AMS,Netherlands,Europe,SHORT,A320,0,6,174,0,6,26
10/13/2025,10:49,Morning,BA,BA3017,LHR,ORD,USA,North America,LONG,B777,0,32,304,0,9,35
4/2/2025,14:45,Afternoon,BA,BA2142,LHR,JFK,USA,North America,LONG,A350,0,56,275,1,6,25
9/3/2025,17:10,Afternoon,BA,BA1088,LHR,HND,Japan,Asia,LONG,B777,0,32,300,3,9,35
8/2/2025,16:08,Afternoon,BA,BA3543,LHR,VIE,Austria,Europe,SHORT,A320,0,0,180,0,10,37
8/26/2025,8:51,Morning,BA,BA7273,LHR,ORD,USA,North America,LONG,A380,14,97,358,0,12,43
7/15/2025,12:11,Lunchtime,BA,BA5554,LHR,JFK,USA,North America,LONG,B777,0,48,224,2,15,50
8/8/2025,11:51,Morning,BA,BA8234,LHR,JFK,USA,North America,LONG,A380,14,97,358,1,8,32
4/6/2025,9:03,Morning,BA,BA3579,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,20,160,0,1,10
7/9/2025,18:33,Evening,BA,BA3662,LHR,HND,Japan,Asia,LONG,B787,8,48,200,0,6,25
10/30/2025,10:28,Morning,BA,BA6066,LHR,JFK,USA,North America,LONG,B777,0,32,300,1,8,31
10/3/2025,17:41,Afternoon,BA,BA3900,LHR,ZRH,Switzerland,Europe,SHORT,A320,0,1,179,1,0,2
7/19/2025,17:36,Afternoon,BA,BA6775,LHR,DFW,USA,North America,LONG,B787,8,48,200,2,15,52
